"id","publishDate","category","size","price","region","court","bailiff","period","ends","href","address","pricePerMeter"
"17373","18 февруари 2021 г. в 12:18 часа","Земеделски имот","26502.00","15188.68","с. Николаево","гр. Перник","Елена Григорова Добренова","от 17.05.2021 до 17.06.2021","18.06.2021 09:00","https://sales.bcpea.org/properties/17373","11 броя имоти","0.5731144819258924"
"15498","27 януари 2021 г. в 10:18 часа","Парцел с къща","1065.00","10736.00","с. Рударци","гр. Перник","Елена Григорова Добренова","от 20.04.2021 до 20.05.2021","21.05.2021 09:00","https://sales.bcpea.org/properties/15498","1/6 идеална част от 1065 кв.м.","10.08075117370892"
"16828","11 февруари 2021 г. в 10:28 часа","Парцел с къща","499.00","19600.00","гр. Бяла Слатина","гр. Враца","Цветозар Найденов Найденов","от 17.04.2021 до 17.05.2021","18.05.2021 11:00","https://sales.bcpea.org/properties/16828","Цветозар Найденов Найденов","39.278557114228455"
"16735","10 февруари 2021 г. в 12:22 часа","Двустаен апартамент","59.56","16209.36","гр. Перник","гр. Перник","Елена Григорова Добренова","от 13.04.2021 до 13.05.2021","14.05.2021 09:00","https://sales.bcpea.org/properties/16735","гр.Перник ул.'ТЕЦ Република'бл.2 ","272.1517797179315"
"17337","18 февруари 2021 г. в 09:25 часа","Парцел","925.00","464.00","с. Батишница","гр. Русе","Венцислав Йорданов Маринов","от 12.04.2021 до 12.05.2021","13.05.2021 10:00","https://sales.bcpea.org/properties/17337","ИД 395/2016г. - с. Батишница общ. Две могили обл. Русе ул. Георги Димитров № 60","0.5016216216216216"
"16781","10 февруари 2021 г. в 15:32 часа","Двустаен апартамент","60.84","19000.00","гр. Враца","гр. Враца","Цветозар Найденов Найденов","от 10.04.2021 до 10.05.2021","11.05.2021 09:00","https://sales.bcpea.org/properties/16781","Цветозар Найденов Найденов","312.2945430637738"
"16773","10 февруари 2021 г. в 15:02 часа","Двустаен апартамент","53.63","31120.00","гр. Враца","гр. Враца","Цветозар Найденов Найденов","от 10.04.2021 до 10.05.2021","11.05.2021 14:00","https://sales.bcpea.org/properties/16773","Цветозар Найденов Найденов","580.27223568898"
"17619","22 февруари 2021 г. в 08:30 часа","Парцел","2068.00","59580.00","гр. Каварна","гр. Добрич","Лучия Тасева Тасева","от 25.03.2021 до 26.04.2021","27.04.2021 11:00","https://sales.bcpea.org/properties/17619","Лучия Тасева Тасева","28.810444874274662"
"17328","17 февруари 2021 г. в 16:59 часа","Къща","54.00","10544.00","гр. Аксаково","гр. Варна","Людмил Станев Станев","от 26.03.2021 до 26.04.2021","27.04.2021 14:00","https://sales.bcpea.org/properties/17328","гр. Аксаково ул. Орлово гнездо 20","195.25925925925927"
"16891","11 февруари 2021 г. в 15:20 часа","Жилищна сграда","75.00","13520.00","гр. Левски","гр. Плевен","Цветозар Найденов Найденов","от 26.03.2021 до 26.04.2021","27.04.2021 10:00","https://sales.bcpea.org/properties/16891","Цветозар Найденов Найденов","180.26666666666668"
"16833","11 февруари 2021 г. в 10:49 часа","Заведение","73.98","5200.00","с. Ореховица","гр. Плевен","Цветозар Найденов Найденов","от 26.03.2021 до 26.04.2021","27.04.2021 10:10","https://sales.bcpea.org/properties/16833","Цветозар Найденов Найденов","70.28926736955934"
"17414","18 февруари 2021 г. в 16:23 часа","Други","54.60","71136.00","гр. Ямбол","гр. Ямбол","Ирина Станева Христова","от 23.03.2021 до 23.04.2021","26.04.2021 09:00","https://sales.bcpea.org/properties/17414","гр.Ямбол жк ”Хале” ул.”Милин камък” №42","1302.857142857143"
"17679","22 февруари 2021 г. в 15:11 часа","Парцел","700.00","6847.20","с. Златина","гр. Варна","Людмил Станев Станев","от 22.03.2021 до 22.04.2021","23.04.2021 13:30","https://sales.bcpea.org/properties/17679","с. Златина","9.781714285714285"
"17586","19 февруари 2021 г. в 16:36 часа","Етаж от къща","76.50","9446.40","гр. Мадан","гр. Смолян","Петко Иванов Мачкърски","от 22.03.2021 до 22.04.2021","23.04.2021 10:00","https://sales.bcpea.org/properties/17586","УЛ. ВЪЗХОД № 21 ЕТ. 2","123.48235294117647"
"17399","18 февруари 2021 г. в 15:23 часа","Парцел","5000.00","17400.00","гр. Елхово","гр. Ямбол","Ирина Станева Христова","от 22.03.2021 до 22.04.2021","23.04.2021 14:00","https://sales.bcpea.org/properties/17399","УРЕГУЛИРАН ПОЗЕМЛЕН ИМОТ с ид.27382.500.3566 в индустриална зона на гр.Елхово ","3.48"
"17392","18 февруари 2021 г. в 14:45 часа","Други","20.00","25000.00","гр. Ямбол","гр. Ямбол","Ирина Станева Христова","от 22.03.2021 до 22.04.2021","23.04.2021 09:00","https://sales.bcpea.org/properties/17392","гр.Ямбол ул. „Батак” № 34 – 36","1250"
"17384","18 февруари 2021 г. в 13:37 часа","Други","720.00","61993.40","с. Веселиново","гр. Ямбол","Ирина Станева Христова","от 22.03.2021 до 22.04.2021","23.04.2021 09:00","https://sales.bcpea.org/properties/17384","ТРАНЖОРНА  с. Веселиново общ. Тунджа ул. „Дечка Сюлемезова” 13","86.10194444444444"
"16851","11 февруари 2021 г. в 11:40 часа","Парцел","700.00","3112.20","с. Блъсково","гр. Варна","Людмил Станев Станев","от 22.03.2021 до 22.04.2021","23.04.2021 13:15","https://sales.bcpea.org/properties/16851","с. Блъсково","4.446"
"16429","8 февруари 2021 г. в 11:02 часа","Жилищна сграда","100.00","5721.98","гр. Нови пазар","гр. Шумен","Ана Рашева Рашева","от 22.03.2021 до 22.04.2021","23.04.2021 10:00","https://sales.bcpea.org/properties/16429","ул. 'Охрид' № 4","57.21979999999999"
"16316","4 февруари 2021 г. в 16:59 часа","Земеделска земя","3458.00","3360.00","с. Манастир","гр. Варна","Людмил Станев Станев","от 22.03.2021 до 22.04.2021","23.04.2021 13:00","https://sales.bcpea.org/properties/16316","с. Мманастир м-ст Под село","0.97165991902834"
"17487","19 февруари 2021 г. в 11:42 часа","Други","427.39","72000.00","гр. Исперих","гр. Разград","Георги Александров Стоянов","от 21.03.2021 до 21.04.2021","22.04.2021 09:00","https://sales.bcpea.org/properties/17487","ул. Камчия № 6","168.46440019654182"
"17481","19 февруари 2021 г. в 11:35 часа","Земеделска земя","40014.00","6430.00","с. Тодорово","гр. Разград","Георги Александров Стоянов","от 21.03.2021 до 21.04.2021","22.04.2021 13:30","https://sales.bcpea.org/properties/17481","Георги Александров Стоянов","0.16069375718498524"
"17687","22 февруари 2021 г. в 16:54 часа","Къща с парцел","309.00","30096.00","гр. Никопол","гр. Плевен","Татяна Бориславова Кирилова","от 20.03.2021 до 20.04.2021","21.04.2021 11:00","https://sales.bcpea.org/properties/17687","ул.“Любен Дочев” №17","97.39805825242719"
"17078","15 февруари 2021 г. в 13:50 часа","Производствен имот","81969.00","990000.00","с. Сомовит","гр. Плевен","Татяна Бориславова Кирилова","от 20.03.2021 до 20.04.2021","21.04.2021 11:00","https://sales.bcpea.org/properties/17078","ул.“Иван Вазов“№10","12.077736705339824"
"16994","12 февруари 2021 г. в 15:42 часа","Хотел","414.00","161298.72","гр. Смолян","гр. Смолян","Петко Иванов Мачкърски","от 20.03.2021 до 20.04.2021","21.04.2021 10:00","https://sales.bcpea.org/properties/16994","1/2 идеална част от ХОТЕЛ","389.6104347826087"
"17684","22 февруари 2021 г. в 15:55 часа","Обособена част","1043.00","112000.00","с. Добри Войниково","гр. Шумен","Даниела Жечева Златева","от 19.03.2021 до 19.04.2021","20.04.2021 09:00","https://sales.bcpea.org/properties/17684","местност АЙВАЛЪК","107.38255033557047"
"17610","19 февруари 2021 г. в 23:28 часа","Магазин","280.00","204000.00","гр. Пловдив","гр. Пловдив","Иво Георгиев Кралев","от 19.03.2021 до 19.04.2021","20.04.2021 16:00","https://sales.bcpea.org/properties/17610","ул. Дилянка № 15","728.5714285714286"
"17411","18 февруари 2021 г. в 16:12 часа","Парцел","965.00","7000.00","с. Тимарево","гр. Шумен","Даниела Жечева Златева","от 19.03.2021 до 19.04.2021","20.04.2021 09:00","https://sales.bcpea.org/properties/17411","Даниела Жечева Златева","7.253886010362694"
"17408","18 февруари 2021 г. в 16:09 часа","Парцел","10057.00","52488.00","гр. Шумен","гр. Шумен","Даниела Жечева Златева","от 19.03.2021 до 19.04.2021","20.04.2021 09:00","https://sales.bcpea.org/properties/17408","местност ГЛАМЯ","5.2190514069802125"
"17381","18 февруари 2021 г. в 13:11 часа","Гараж","19.20","6000.00","гр. Шумен","гр. Шумен","Даниела Жечева Златева","от 19.03.2021 до 19.04.2021","20.04.2021 09:00","https://sales.bcpea.org/properties/17381","бул. Симеон Велики 69","312.5"
"17255","16 февруари 2021 г. в 16:16 часа","Къща","102.00","5600.00","с. Орешак","гр. Ловеч","Велислав Любомиров Петров","от 19.03.2021 до 19.04.2021","20.04.2021 14:00","https://sales.bcpea.org/properties/17255","ул. 'Волов' № 9","54.90196078431372"
"17248","16 февруари 2021 г. в 15:58 часа","Земеделска земя","181.00","240.00","гр. Троян","гр. Ловеч","Велислав Любомиров Петров","от 19.03.2021 до 19.04.2021","20.04.2021 14:00","https://sales.bcpea.org/properties/17248","местност 'Ливадките'","1.3259668508287292"
"17086","15 февруари 2021 г. в 14:17 часа","Къща","0.00","193536.00","гр. Шумен","гр. Шумен","Даниела Жечева Златева","от 19.03.2021 до 19.04.2021","20.04.2021 09:00","https://sales.bcpea.org/properties/17086","ул.Катюша 9","Infinity"
"16998","12 февруари 2021 г. в 16:02 часа","Тристаен апартамент","112.63","57749.04","с. Проглед","гр. Смолян","Петко Иванов Мачкърски","от 19.03.2021 до 19.04.2021","20.04.2021 10:00","https://sales.bcpea.org/properties/16998","ЕТ. 1 АП. 3","512.7323093314393"
"16997","12 февруари 2021 г. в 15:59 часа","Други","206.00","54945.36","с. Проглед","гр. Смолян","Петко Иванов Мачкърски","от 19.03.2021 до 19.04.2021","20.04.2021 10:00","https://sales.bcpea.org/properties/16997","БАСЕЙН М. КОЗУЯТАК","266.7250485436893"
"15798","1 февруари 2021 г. в 10:27 часа","Парцел","10496.00","5784.00","с. Алтимир","гр. Враца","Цветозар Найденов Найденов","от 19.03.2021 до 19.04.2021","20.04.2021 09:00","https://sales.bcpea.org/properties/15798","Цветозар Найденов Найденов","0.5510670731707317"
"17367","18 февруари 2021 г. в 11:45 часа","Многостаен апартамент","126.29","43280.00","гр. Ловеч","гр. Ловеч","Велислав Любомиров Петров","от 16.03.2021 до 16.04.2021","19.04.2021 14:00","https://sales.bcpea.org/properties/17367","ж.к. 'Изгрев' бл. 412","342.7033019241428"
"17318","17 февруари 2021 г. в 15:51 часа","Търговски имот","78.00","51084.00","гр. Ловеч","гр. Ловеч","Велислав Любомиров Петров","от 16.03.2021 до 16.04.2021","19.04.2021 14:00","https://sales.bcpea.org/properties/17318","ул. 'Генерал Гембицки' № 1 вх. В","654.9230769230769"
"17240","16 февруари 2021 г. в 15:43 часа","Къща","980.00","2120.00","гр. Летница","гр. Ловеч","Велислав Любомиров Петров","от 16.03.2021 до 16.04.2021","19.04.2021 14:00","https://sales.bcpea.org/properties/17240","ул. 'Г. М. Димитров' № 18","2.163265306122449"
"17238","16 февруари 2021 г. в 15:27 часа","Гараж","211.00","8640.00","с. Горско Сливово","гр. Ловеч","Велислав Любомиров Петров","от 16.03.2021 до 16.04.2021","19.04.2021 14:00","https://sales.bcpea.org/properties/17238","ул. 'Георги Димитров' № 56","40.947867298578196"
"17233","16 февруари 2021 г. в 15:18 часа","Земеделски имот","13.00","2328.00","с. Кирчево","гр. Ловеч","Велислав Любомиров Петров","от 16.03.2021 до 16.04.2021","19.04.2021 14:00","https://sales.bcpea.org/properties/17233","местност 'Тънкия рътлак'","179.07692307692307"
"15775","1 февруари 2021 г. в 08:54 часа","Къща","67.00","14184.00","с. Тепава","гр. Ловеч","Велислав Любомиров Петров","от 16.03.2021 до 16.04.2021","19.04.2021 14:00","https://sales.bcpea.org/properties/15775","ул. 'Христо Ботев' № 9","211.70149253731344"
"17664","22 февруари 2021 г. в 13:15 часа","Земеделска земя","7622.00","512.00","с. Златар","гр. Шумен","Даниела Жечева Златева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17664","местност ГОРНА ЧЕРЕШКА","0.06717397008659144"
"17663","22 февруари 2021 г. в 13:13 часа","Земеделска земя","10201.00","700.00","с. Златар","гр. Шумен","Даниела Жечева Златева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17663","местност ТЕРЗИ ПУПАР ","0.06862072345848447"
"17604","19 февруари 2021 г. в 18:41 часа","Обособена част","2319.00","2232.00","гр. Провадия","гр. Варна","Николай Петров Георгиев","от 15.03.2021 до 15.04.2021","16.04.2021 10:15","https://sales.bcpea.org/properties/17604","Николай Петров Георгиев","0.96248382923674"
"17603","19 февруари 2021 г. в 18:33 часа","Обособена част","1215.50","1188.00","гр. Провадия","гр. Варна","Николай Петров Георгиев","от 15.03.2021 до 15.04.2021","16.04.2021 10:30","https://sales.bcpea.org/properties/17603","Николай Петров Георгиев","0.9773755656108597"
"17581","19 февруари 2021 г. в 16:28 часа","Други","200.00","48071.20","гр. Златоград","гр. Смолян","Петко Иванов Мачкърски","от 15.03.2021 до 15.04.2021","16.04.2021 10:00","https://sales.bcpea.org/properties/17581","ИГРАЛНА ЗАЛА УЛ. БЕЛОВИДОВО № 27 ЕТ. 0","240.356"
"17537","19 февруари 2021 г. в 13:41 часа","Земеделска земя","22880.00","16656.00","с. Калояновец","гр. Стара Загора","Гергана Димитрова Илчева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17537","село Калояновец община Стара Загора","0.727972027972028"
"17536","19 февруари 2021 г. в 13:39 часа","Земеделска земя","4620.00","4808.00","с. Калояновец","гр. Стара Загора","Гергана Димитрова Илчева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17536","село Калояновец община Стара Загора","1.0406926406926407"
"17535","19 февруари 2021 г. в 13:37 часа","Земеделска земя","3000.00","3120.00","с. Калояновец","гр. Стара Загора","Гергана Димитрова Илчева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17535","село Калояновец община Стара Загора","1.04"
"17530","19 февруари 2021 г. в 13:28 часа","Земеделска земя","3600.00","3744.00","с. Калояновец","гр. Стара Загора","Гергана Димитрова Илчева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17530","село Калояновец община Стара Загора","1.04"
"17271","17 февруари 2021 г. в 09:02 часа","Парцел","4232.00","604220.00","гр. София","гр. София град","Георги Съйков Дичев","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17271","гр. София район Студентски ул. “Св. Климент Охридски“ №127-г","142.77410207939508"
"17164","16 февруари 2021 г. в 09:40 часа","Парцел","896.00","102070.00","гр. София","гр. София град","Георги Съйков Дичев","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17164","по акт - квартал № 12 по плана на гр. София местност бул. „Цар Борис III“  по скица - гр. София район Витоша кв. Княжево ул.10-ти километър","113.91741071428571"
"17159","16 февруари 2021 г. в 09:33 часа","Земеделска земя","2301.00","19503.00","с. Лозен","гр. София град","Георги Съйков Дичев","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17159","село Лозен Столична община район „Панчарево“  местност „РАКИТА“ имот № 031019","8.475880052151238"
"17042","15 февруари 2021 г. в 10:54 часа","Парцел с къща","1664.00","4680.00","гр. Смядово","гр. Шумен","Даниела Жечева Златева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/17042","ул.ПАТЛЕЙНА №21","2.8125"
"16792","10 февруари 2021 г. в 16:51 часа","Парцел с къща","1170.00","18900.00","с. Зимница","гр. Ямбол","Ирина Станева Христова","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/16792","УПИ V 50 в кв. 62 по плана на с. Зимница община Стралджа с площ от 1 170кв.м. ЗАЕДНО с построената в имота ЖИЛИЩНА СГРАДА на два етажа със ЗП от 40 кв.м. ","16.153846153846153"
"16787","10 февруари 2021 г. в 16:34 часа","Парцел с къща","3340.00","10080.00","с. Златари","гр. Ямбол","Ирина Станева Христова","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/16787","с.Златари общ.Тунджа обл.Ямболска на ул.”Космос”№22","3.0179640718562872"
"16780","10 февруари 2021 г. в 15:25 часа","Многостаен апартамент","99.36","97686.00","гр. Стара Загора","гр. Стара Загора","Гергана Димитрова Илчева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/16780","ул. 'Граф Игнатиев' № 46 вх. 0 ет. 1 ап. 1","983.1521739130435"
"16775","10 февруари 2021 г. в 15:10 часа","Двустаен апартамент","66.70","33300.00","гр. Ямбол","гр. Ямбол","Ирина Станева Христова","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/16775","ЖИЛИЩЕ – АПАРТАМЕНТ № 14 находящ се в гр. Ямбол ул. „Георги Бенковски” № 2 вх.А ет.4  представляващ самостоятелен обект в сграда с идентификатор № 87374.521.53.4.14 ","499.2503748125937"
"16771","10 февруари 2021 г. в 14:57 часа","Парцел с къща","1090.00","260424.00","с. Кабиле","гр. Ямбол","Ирина Станева Христова","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/16771","УПИ XII-420 целият  с площ от 1290 кв.м. от които за ПИ 505 е с площ 1090 кв. м. в кв. 30 по плана на село Кабиле община Тунджа обл. Ямбол заедно с построените в имота: ЕДНОЕТАЖНА МАСИВНА ЖИЛИЩНА СГРАДА изградена на полунива със ЗП от 178 кв.м. и ","238.9211009174312"
"16543","9 февруари 2021 г. в 08:49 часа","Други","455.00","9720.00","гр. Шабла","гр. Добрич","Николай Петров Ников","от 15.03.2021 до 15.04.2021","16.04.2021 10:00","https://sales.bcpea.org/properties/16543","Николай Петров Ников","21.36263736263736"
"16259","4 февруари 2021 г. в 12:29 часа","Земеделска земя","3999.00","1879.20","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16259","местност 'Чобан тарла'","0.46991747936984246"
"16221","4 февруари 2021 г. в 09:47 часа","Земеделска земя","4000.00","2044.80","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16221","местност 'Каянлъка'","0.5112"
"16220","4 февруари 2021 г. в 09:43 часа","Земеделски имот","5500.00","2426.40","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16220","местност 'Бобник'","0.44116363636363637"
"16216","4 февруари 2021 г. в 09:37 часа","Земеделска земя","11798.00","5299.20","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16216","местност 'Незам чешма'","0.4491608747245296"
"16215","4 февруари 2021 г. в 09:34 часа","Земеделски имот","4000.00","1670.40","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16215","местност 'Каялтъ'","0.4176"
"16214","4 февруари 2021 г. в 09:31 часа","Земеделска земя","5018.00","2102.40","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16214","местност 'Каялтъ'","0.4189717018732563"
"16212","4 февруари 2021 г. в 09:28 часа","Земеделска земя","3500.00","1461.60","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16212","местност 'Каялтъ'","0.41759999999999997"
"16211","4 февруари 2021 г. в 09:26 часа","Земеделски имот","3500.00","1540.80","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16211","местност 'Каялтъ'","0.4402285714285714"
"16209","4 февруари 2021 г. в 09:22 часа","Земеделска земя","5874.00","2455.20","с. Черни връх","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 14:00","https://sales.bcpea.org/properties/16209","местност 'Каялтъ'","0.4179775280898876"
"15979","2 февруари 2021 г. в 12:26 часа","Офис","92.68","80800.00","гр. Шумен","гр. Шумен","Ана Рашева Рашева","от 15.03.2021 до 15.04.2021","16.04.2021 10:00","https://sales.bcpea.org/properties/15979","ул. 'Сан Стефано' № 14","871.8170047475182"
"15586","28 януари 2021 г. в 11:15 часа","Парцел","75.00","7680.00","гр. София","гр. София град","Ренета Милчева Василева","от 15.03.2021 до 15.04.2021","16.04.2021 09:00","https://sales.bcpea.org/properties/15586","район „Сердика“ кв. „Бенковски“ местност „Турска ливада“","102.4"
"17691","22 февруари 2021 г. в 17:11 часа","Търговски имот","950.00","11016.00","гр. Белене","гр. Плевен","Татяна Бориславова Кирилова","от 14.03.2021 до 14.04.2021","15.04.2021 11:00","https://sales.bcpea.org/properties/17691","ул.'Марица' № 9А","11.59578947368421"
"17689","22 февруари 2021 г. в 17:04 часа","Парцел","3948.00","6120.00","гр. Белене","гр. Плевен","Татяна Бориславова Кирилова","от 14.03.2021 до 14.04.2021","15.04.2021 11:00","https://sales.bcpea.org/properties/17689","Татяна Бориславова Кирилова","1.5501519756838906"
"17576","19 февруари 2021 г. в 16:17 часа","Етаж от къща","116.87","47425.60","с. Влахово","гр. Смолян","Петко Иванов Мачкърски","от 14.03.2021 до 14.04.2021","15.04.2021 10:00","https://sales.bcpea.org/properties/17576","УЛ. 2-РА","405.79789509711645"
"17564","19 февруари 2021 г. в 16:01 часа","Производствен имот","1858.00","36377.28","с. Виево","гр. Смолян","Петко Иванов Мачкърски","от 14.03.2021 до 14.04.2021","15.04.2021 10:30","https://sales.bcpea.org/properties/17564","КАРТОФОХРАНИЛИЩЕ ПЛ. № 194 УПИ III КВ. 17","19.578729817007535"
"17561","19 февруари 2021 г. в 15:57 часа","Производствен имот","1126.00","86698.08","гр. Смолян","гр. Смолян","Петко Иванов Мачкърски","от 14.03.2021 до 14.04.2021","15.04.2021 10:30","https://sales.bcpea.org/properties/17561","ДЪРВОДЕЛСКИ ЦЕХ УЛ. ДУНАВ","76.99651865008882"
"17483","19 февруари 2021 г. в 11:35 часа","Заведение","1545.00","398400.00","с. Марково","гр. Пловдив","Стефан Димитров Горчев","от 14.03.2021 до 14.04.2021","15.04.2021 09:00","https://sales.bcpea.org/properties/17483","ул. 'Захари Стоянов' № 71","257.86407766990294"
"17119","15 февруари 2021 г. в 16:05 часа","Обособена част","1800.00","2376.00","с. Долина","гр. Шумен","Даниела Жечева Златева","от 14.03.2021 до 14.04.2021","15.04.2021 09:00","https://sales.bcpea.org/properties/17119","ул.Тича 4","1.32"
"17059","15 февруари 2021 г. в 12:26 часа","Парцел","1025.00","3000.00","с. Памукчии","гр. Шумен","Даниела Жечева Златева","от 14.03.2021 до 14.04.2021","15.04.2021 09:00","https://sales.bcpea.org/properties/17059","Даниела Жечева Златева","2.926829268292683"
"17057","15 февруари 2021 г. в 12:21 часа","Парцел","810.00","1200.00","с. Памукчии","гр. Шумен","Даниела Жечева Златева","от 14.03.2021 до 14.04.2021","15.04.2021 09:00","https://sales.bcpea.org/properties/17057","Даниела Жечева Златева","1.4814814814814814"
"17045","15 февруари 2021 г. в 11:26 часа","Магазин","15.00","5040.00","гр. Нови пазар","гр. Шумен","Даниела Жечева Златева","от 14.03.2021 до 14.04.2021","15.04.2021 09:00","https://sales.bcpea.org/properties/17045","ул.ЛЮТИ БРОД №10","336"
"17044","15 февруари 2021 г. в 11:20 часа","Етаж от къща","120.00","28800.00","гр. Нови пазар","гр. Шумен","Даниела Жечева Златева","от 14.03.2021 до 14.04.2021","15.04.2021 09:00","https://sales.bcpea.org/properties/17044","ул.ЛЮТИ БРОД №10","240"
"15890","1 февруари 2021 г. в 16:12 часа","Тристаен апартамент","99.98","72800.00","гр. Пазарджик","гр. Пазарджик","Добромир Иванов Даскалов","от 14.03.2021 до 14.04.2021","15.04.2021 15:00","https://sales.bcpea.org/properties/15890","ул. „БЕЛМЕКЕН“ № 7 ет. 3 ап. А3","728.1456291258252"
"17379","18 февруари 2021 г. в 13:08 часа","Производствен имот","1694.00","68184.00","гр. Тетевен","гр. Ловеч","Велислав Любомиров Петров","от 13.03.2021 до 13.04.2021","14.04.2021 14:00","https://sales.bcpea.org/properties/17379","ул. 'Воловийте'","40.25029515938607"
"17264","16 февруари 2021 г. в 17:26 часа","Къща","59.00","62960.00","с. Бабинци","гр. Ловеч","Велислав Любомиров Петров","от 13.03.2021 до 13.04.2021","14.04.2021 14:00","https://sales.bcpea.org/properties/17264","ул. 'Главна'","1067.1186440677966"
"16115","3 февруари 2021 г. в 11:46 часа","Парцел","16255.00","111280.00","с. Подем","гр. Плевен","Цветозар Найденов Найденов","от 13.03.2021 до 13.04.2021","14.04.2021 10:10","https://sales.bcpea.org/properties/16115","Цветозар Найденов Найденов","6.845893571208859"
"15791","1 февруари 2021 г. в 10:09 часа","Двустаен апартамент","76.00","30880.00","гр. Плевен","гр. Плевен","Цветозар Найденов Найденов","от 13.03.2021 до 13.04.2021","14.04.2021 09:00","https://sales.bcpea.org/properties/15791","Цветозар Найденов Найденов","406.3157894736842"
"17692","22 февруари 2021 г. в 17:21 часа","Заведение","523.00","96880.00","гр. Плевен","гр. Плевен","Татяна Бориславова Кирилова","от 12.03.2021 до 12.04.2021","13.04.2021 09:00","https://sales.bcpea.org/properties/17692","ул.”Ал.Стамболийски ” №1","185.23900573613767"
"17595","19 февруари 2021 г. в 16:49 часа","Обособена част","13274.00","4904320.00","гр. Варна","гр. Варна","Христо Василев Георгиев","от 12.03.2021 до 12.04.2021","13.04.2021 09:00","https://sales.bcpea.org/properties/17595","Христо Василев Георгиев","369.46813319270757"
"17386","18 февруари 2021 г. в 14:09 часа","Магазин","14.13","18560.00","гр. Варна","гр. Варна","Даниела Здравкова Петрова-Янкова","от 12.03.2021 до 12.04.2021","13.04.2021 10:10","https://sales.bcpea.org/properties/17386","УЛ. ТРЕНДАФИЛ 6","1313.517338995046"
"17385","18 февруари 2021 г. в 13:59 часа","Парцел с къща","1020.00","63360.00","гр. Варна","гр. Варна","Даниела Здравкова Петрова-Янкова","от 12.03.2021 до 12.04.2021","13.04.2021 10:00","https://sales.bcpea.org/properties/17385","Даниела Здравкова Петрова-Янкова","62.11764705882353"
"17372","18 февруари 2021 г. в 12:04 часа","Магазин","47.31","48672.00","гр. Шумен","гр. Шумен","Даниела Жечева Златева","от 12.03.2021 до 12.04.2021","13.04.2021 09:00","https://sales.bcpea.org/properties/17372","ул.Христо Ботев №19","1028.7888395688014"
"17371","18 февруари 2021 г. в 11:59 часа","Магазин","13.30","12672.00","гр. Шумен","гр. Шумен","Даниела Жечева Златева","от 12.03.2021 до 12.04.2021","13.04.2021 09:00","https://sales.bcpea.org/properties/17371","ул.Христо Ботев №19","952.781954887218"
"17370","18 февруари 2021 г. в 11:52 часа","Магазин","32.82","30528.00","гр. Шумен","гр. Шумен","Даниела Жечева Златева","от 12.03.2021 до 12.04.2021","13.04.2021 09:00","https://sales.bcpea.org/properties/17370","ул.Христо Ботев №19","930.1645338208409"
